atc_code;atc_name;ddd;uom;adm_r;note;TRAD
R07AX31;ivacaftor and tezacaftor;NA;NA;NA;NA;IVACAFTOR Y TEZACAFTOR
R07AX32;ivacaftor, tezacaftor and elexacaftor;NA;NA;NA;NA;IVACAFTOR, TEZACAFTOR Y ELEXACAFTOR
S;SENSORY ORGANS;NA;NA;NA;NA;ÓRGANOS SENSORIALES
S01;OPHTHALMOLOGICALS;NA;NA;NA;NA;OFTALMOLÓGICOS
S01A;ANTIINFECTIVES;NA;NA;NA;NA;ANTIINFECCIOSOS
S01AA;Antibiotics;NA;NA;NA;NA;ANTIBIÓTICOS
S01AA01;chloramphenicol;NA;NA;NA;NA;CLORANFENICOL
S01AA02;chlortetracycline;NA;NA;NA;NA;CLORTETRACICLINA
S01AA03;neomycin;NA;NA;NA;NA;NEOMICINA
S01AA04;oxytetracycline;NA;NA;NA;NA;OXITETRACICLINA
S01AA05;tyrothricin;NA;NA;NA;NA;TIROTRICINA
S01AA07;framycetin;NA;NA;NA;NA;FRAMICETINA
S01AA09;tetracycline;NA;NA;NA;NA;TETRACICLINA
S01AA10;natamycin;NA;NA;NA;NA;NATAMICINA
S01AA11;gentamicin;NA;NA;NA;NA;GENTAMICINA
S01AA12;tobramycin;NA;NA;NA;NA;TOBRAMICINA
S01AA13;fusidic acid;NA;NA;NA;NA;ÁCIDO FUSÍDICO
S01AA14;benzylpenicillin;NA;NA;NA;NA;BENZILPENICILINA
S01AA15;dihydrostreptomycin;NA;NA;NA;NA;DIHIDROESTREPTOMICINA
S01AA16;rifamycin;NA;NA;NA;NA;RIFAMICINA
S01AA17;erythromycin;NA;NA;NA;NA;ERITROMICINA
S01AA18;polymyxin B;NA;NA;NA;NA;POLIMIXINA B
S01AA19;ampicillin;NA;NA;NA;NA;AMPICILINA
S01AA20;antibiotics in combination with other drugs;NA;NA;NA;NA;ANTIBIÓTICOS EN COMBINACIÓN CON OTROS FÁRMACOS
S01AA21;amikacin;NA;NA;NA;NA;AMIKACINA
S01AA22;micronomicin;NA;NA;NA;NA;MICRONOMICINA
S01AA23;netilmicin;NA;NA;NA;NA;NETILMICINA
S01AA24;kanamycin;NA;NA;NA;NA;KANAMICINA
S01AA25;azidamfenicol;NA;NA;NA;NA;AZIDAMFENICOL
S01AA26;azithromycin;NA;NA;NA;NA;AZITROMICINA
S01AA27;cefuroxime;NA;NA;NA;NA;CEFUROXIMA
S01AA28;vancomycin;NA;NA;NA;NA;VANCOMICINA
S01AA29;dibekacin;NA;NA;NA;NA;DIBEKACINA
S01AA30;combinations of different antibiotics;NA;NA;NA;NA;COMBINACIONES DE DIFERENTES ANTIBIÓTICOS
S01AA31;cefmenoxime;NA;NA;NA;NA;CEFMENOXIMA
S01AA32;bacitracin;NA;NA;NA;NA;BACITRACINA
S01AB;Sulfonamides;NA;NA;NA;NA;SULFONAMIDAS
S01AB01;sulfamethizole;NA;NA;NA;NA;SULFAMETHIZOL
S01AB02;sulfafurazole;NA;NA;NA;NA;SULFAFURAZOL
S01AB03;sulfadicramide;NA;NA;NA;NA;SULFADICRAMIDA
S01AB04;sulfacetamide;NA;NA;NA;NA;SULFACETAMIDA
S01AB05;sulfafenazol;NA;NA;NA;NA;SULFAFENAZOL
S01AD;Antivirals;NA;NA;NA;NA;ANTIVIRALES
S01AD01;idoxuridine;NA;NA;NA;NA;IDOXURIDINA
S01AD02;trifluridine;NA;NA;NA;NA;TRIFLURIDINA
S01AD03;aciclovir;NA;NA;NA;NA;ACICLOVIR
S01AD05;interferon;NA;NA;NA;NA;INTERFERÓN
S01AD06;vidarabine;NA;NA;NA;NA;VIDARABINA
S01AD07;famciclovir;NA;NA;NA;NA;FAMCICLOVIR
S01AD08;fomivirsen;NA;NA;NA;NA;FOMIVIRSEN
S01AD09;ganciclovir;NA;NA;NA;NA;GANCICLOVIR
S01AE;Fluoroquinolones;NA;NA;NA;NA;FLUOROQUINOLONAS
S01AE01;ofloxacin;NA;NA;NA;NA;OFLOXACINA
S01AE02;norfloxacin;NA;NA;NA;NA;NORFLOXACINA
S01AE03;ciprofloxacin;NA;NA;NA;NA;CIPROFLOXACINO
S01AE04;lomefloxacin;NA;NA;NA;NA;LOMEFLOXACINO
S01AE05;levofloxacin;NA;NA;NA;NA;LEVOFLOXACINO
S01AE06;gatifloxacin;NA;NA;NA;NA;GATIFLOXACINA
S01AE07;moxifloxacin;NA;NA;NA;NA;MOXIFLOXACINA
S01AE08;besifloxacin;NA;NA;NA;NA;BESIFLOXACINA
S01AE09;tosufloxacin;NA;NA;NA;NA;TOSUFLOXACINA
S01AX;Other antiinfectives;NA;NA;NA;NA;OTROS ANTIINFECCIOSOS
S01AX01;mercury compounds;NA;NA;NA;NA;COMPUESTOS DE MERCURIO
S01AX02;silver compounds;NA;NA;NA;NA;COMPUESTOS DE PLATA
S01AX03;zinc compounds;NA;NA;NA;NA;COMPUESTOS DE ZINC
S01AX04;nitrofural;NA;NA;NA;NA;NITROFURAL
S01AX05;bibrocathol;NA;NA;NA;NA;BIBROCATHOL
S01AX06;resorcinol;NA;NA;NA;NA;RESORCINOL
S01AX07;sodium borate;NA;NA;NA;NA;BORATO DE SODIO
S01AX08;hexamidine;NA;NA;NA;NA;HEXAMIDINA
S01AX09;chlorhexidine;NA;NA;NA;NA;CLORHEXIDINA
S01AX10;sodium propionate;NA;NA;NA;NA;PROPIONATO DE SODIO
S01AX14;dibrompropamidine;NA;NA;NA;NA;DIBROMPROPAMIDINA
S01AX15;propamidine;NA;NA;NA;NA;PROPAMIDINA
S01AX16;picloxydine;NA;NA;NA;NA;PICLOXIDINA
S01AX18;povidone-iodine;NA;NA;NA;NA;POVIDONA YODADA
S01AX24;polihexanide;NA;NA;NA;NA;POLIHEXANIDA
S01B;ANTIINFLAMMATORY AGENTS;NA;NA;NA;NA;AGENTES ANTIINFLAMATORIOS
S01BA;Corticosteroids, plain;NA;NA;NA;NA;CORTICOSTEROIDES SIMPLES
S01BA01;dexamethasone;NA;NA;NA;NA;DEXAMETASONA
S01BA02;hydrocortisone;NA;NA;NA;NA;HIDROCORTISONA
S01BA03;cortisone;NA;NA;NA;NA;CORTISONA
S01BA04;prednisolone;NA;NA;NA;NA;PREDNISOLONA
S01BA05;triamcinolone;NA;NA;NA;NA;TRIAMCINOLONA
S01BA06;betamethasone;NA;NA;NA;NA;BETAMETASONA
S01BA07;fluorometholone;NA;NA;NA;NA;FLUOROMETOLONA
S01BA08;medrysone;NA;NA;NA;NA;MEDRISONA
S01BA09;clobetasone;NA;NA;NA;NA;CLOBETASONA
S01BA10;alclometasone;NA;NA;NA;NA;ALCLOMETASONA
S01BA11;desonide;NA;NA;NA;NA;DESONIDA
S01BA12;formocortal;NA;NA;NA;NA;FORMOCORTAL
S01BA13;rimexolone;NA;NA;NA;NA;RIMEXOLONA
S01BA14;loteprednol;NA;NA;NA;NA;LOTEPREDNOL
S01BA15;fluocinolone acetonide;NA;NA;NA;NA;ACETÓNIDO DE FLUOCINOLONA
S01BA16;difluprednate;NA;NA;NA;NA;DIFLUPREDNATO
S01BB;Corticosteroids and mydriatics in combination;NA;NA;NA;NA;COMBINACIÓN DE CORTICOSTEROIDES Y MIDRIÁTICOS
S01BB01;hydrocortisone and mydriatics;NA;NA;NA;NA;HIDROCORTISONA Y MIDRIÁTICOS
S01BB02;prednisolone and mydriatics;NA;NA;NA;NA;PREDNISOLONA Y MIDRIÁTICOS
S01BB03;fluorometholone and mydriatics;NA;NA;NA;NA;FLUOROMETOLONA Y MIDRIÁTICOS
S01BB04;betamethasone and mydriatics;NA;NA;NA;NA;BETAMETASONA Y MIDRIÁTICOS
S01BC;Antiinflammatory agents, non-steroids;NA;NA;NA;NA;ANTIINFLAMATORIOS NO ESTEROIDEOS
S01BC01;indometacin;NA;NA;NA;NA;INDOMETACINA
S01BC02;oxyphenbutazone;NA;NA;NA;NA;OXIFENBUTAZONA
S01BC03;diclofenac;NA;NA;NA;NA;DICLOFENACO
S01BC04;flurbiprofen;NA;NA;NA;NA;FLURBIPROFENO
S01BC05;ketorolac;NA;NA;NA;NA;KETOROLACO
S01BC06;piroxicam;NA;NA;NA;NA;PIROXICAM
S01BC07;bendazac;NA;NA;NA;NA;BENDAZAC
S01BC08;salicylic acid;NA;NA;NA;NA;ÁCIDO SALICÍLICO
S01BC09;pranoprofen;NA;NA;NA;NA;PRANOPROFENO
S01BC10;nepafenac;NA;NA;NA;NA;NEPAFENACO
S01BC11;bromfenac;NA;NA;NA;NA;BROMFENAC
S01C;ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION;NA;NA;NA;NA;COMBINACIÓN DE AGENTES ANTIINFLAMATORIOS Y ANTIINFECCIOSOS
S01CA;Corticosteroids and antiinfectives in combination;NA;NA;NA;NA;COMBINACIÓN DE CORTICOSTEROIDES Y ANTIINFECCIOSOS
S01CA01;dexamethasone and antiinfectives;NA;NA;NA;NA;DEXAMETASONA Y ANTIINFECCIOSOS
S01CA02;prednisolone and antiinfectives;NA;NA;NA;NA;PREDNISOLONA Y ANTIINFECCIOSOS
S01CA03;hydrocortisone and antiinfectives;NA;NA;NA;NA;HIDROCORTISONA Y ANTIINFECCIOSOS
S01CA04;fluocortolone and antiinfectives;NA;NA;NA;NA;FLUOCORTOLONA Y ANTIINFECCIOSOS
S01CA05;betamethasone and antiinfectives;NA;NA;NA;NA;BETAMETASONA Y ANTIINFECCIOSOS
S01CA06;fludrocortisone and antiinfectives;NA;NA;NA;NA;FLUDROCORTISONA Y ANTIINFECCIOSOS
S01CA07;fluorometholone and antiinfectives;NA;NA;NA;NA;FLUOROMETOLONA Y ANTIINFECCIOSOS
S01CA08;methylprednisolone and antiinfectives;NA;NA;NA;NA;METILPREDNISOLONA Y ANTIINFECCIOSOS
S01CA09;chloroprednisone and antiinfectives;NA;NA;NA;NA;CLOROPREDNISONA Y ANTIINFECCIOSOS
S01CA10;fluocinolone acetonide and antiinfectives;NA;NA;NA;NA;ACETÓNIDO DE FLUOCINOLONA Y ANTIINFECCIOSOS
S01CA11;clobetasone and antiinfectives;NA;NA;NA;NA;CLOBETASONA Y ANTIINFECCIOSOS
S01CA12;loteprednol and antiinfectives;NA;NA;NA;NA;LOTEPREDRNOL Y ANTIINFECCIOSOS
S01CB;Corticosteroids/antiinfectives/mydriatics in combination;NA;NA;NA;NA;COMBINACIÓN DE CORTICOSTEROIDES/ANTIINFECCIOSOS/MIDRIÁTICOS
S01CB01;dexamethasone;NA;NA;NA;NA;DEXAMETASONA
S01CB02;prednisolone;NA;NA;NA;NA;PREDNISOLONA
S01CB03;hydrocortisone;NA;NA;NA;NA;HIDROCORTISONA
S01CB04;betamethasone;NA;NA;NA;NA;BETAMETASONA
S01CB05;fluorometholone;NA;NA;NA;NA;FLUOROMETOLONA
S01CC;Antiinflammatory agents, non-steroids and antiinfectives in combination;NA;NA;NA;NA;COMBINACIÓN DE AGENTES ANTIINFLAMATORIOS, NO ESTEROIDEOS Y ANTIINFECCIOSOS
S01CC01;diclofenac and antiinfectives;NA;NA;NA;NA;DICLOFENACO Y ANTIINFECCIOSOS
S01CC02;indometacin and antiinfectives;NA;NA;NA;NA;INDOMETACINA Y ANTIINFECCIOSOS
S01E;ANTIGLAUCOMA PREPARATIONS AND MIOTICS;NA;NA;NA;NA;PREPARACIONES DE ANTIGLAUCOMA Y MIÓTICOS
S01EA;Sympathomimetics in glaucoma therapy;NA;NA;NA;NA;SIMPATICOMIMÉTICOS EN EL TRATAMIENTO DEL GLAUCOMA
S01EA01;epinephrine;NA;NA;NA;NA;EPINEFRINA
S01EA02;dipivefrine;NA;NA;NA;NA;DIPIVEFRINE
S01EA03;apraclonidine;NA;NA;NA;NA;APRACLONIDINA
S01EA04;clonidine;NA;NA;NA;NA;CLONIDINA
S01EA05;brimonidine;NA;NA;NA;NA;BRIMONIDINA
S01EA51;epinephrine, combinations;NA;NA;NA;NA;EPINEFRINA, COMBINACIONES
S01EB;Parasympathomimetics;NA;NA;NA;NA;PARASIMPATICOMIMÉTICOS
S01EB01;pilocarpine;0.4;ml;NA;NA;PILOCARPINA
S01EB01;pilocarpine;0.285;NA;lamella;NA;PILOCARPINA
S01EB01;pilocarpine;40;mg;ointment;NA;PILOCARPINA
S01EB02;carbachol;0.4;ml;NA;NA;CARBACHOL
S01EB03;ecothiopate;0.2;ml;NA;NA;ECOTIOPATE
S01EB04;demecarium;0.1;ml;NA;NA;DEMECARIUM
S01EB05;physostigmine;0.4;ml;NA;NA;FISOSTIGMINA
S01EB06;neostigmine;0.4;ml;NA;NA;NEOSTIGMINA
S01EB06;neostigmine;40;mg;ointment;NA;NEOSTIGMINA
S01EB07;fluostigmine;NA;NA;NA;NA;FLUOSTIGMINA
S01EB08;aceclidine;NA;NA;NA;NA;ACECLIDINA
S01EB09;acetylcholine;NA;NA;NA;NA;ACETILCOLINA
S01EB10;paraoxon;NA;NA;NA;NA;PARAOXÓN
S01EB51;pilocarpine, combinations;NA;NA;NA;NA;PILOCARPINA, COMBINACIONES
S01EB58;aceclidine, combinations;NA;NA;NA;NA;ACECLIDINA, COMBINACIONES
S01EC;Carbonic anhydrase inhibitors;NA;NA;NA;NA;INHIBIDORES DE LA ANHIDRASA CARBÓNICA
S01EC01;acetazolamide;0.75;g;O;NA;ACETAZOLAMIDA
S01EC01;acetazolamide;0.75;g;P;NA;ACETAZOLAMIDA
S01EC02;diclofenamide;0.1;g;O;NA;DICLOFENAMIDA
S01EC03;dorzolamide;0.3;ml;NA;NA;DORZOLAMIDA
S01EC04;brinzolamide;0.2;ml;NA;NA;BRINZOLAMIDA
S01EC05;methazolamide;0.2;g;O;NA;METAZOLAMIDA
S01EC54;brinzolamide, combinations;NA;NA;NA;NA;BRINZOLAMIDA, COMBINACIONES
S01ED;Beta blocking agents;NA;NA;NA;NA;AGENTES BLOQUEADORES BETA
S01ED01;timolol;NA;NA;NA;NA;TIMOLOL
S01ED02;betaxolol;NA;NA;NA;NA;BETAXOLOL
S01ED03;levobunolol;NA;NA;NA;NA;LEVOBUNOLOL
S01ED04;metipranolol;NA;NA;NA;NA;METIPRANOLOL
S01ED05;carteolol;NA;NA;NA;NA;CARTEOLOL
S01ED06;befunolol;NA;NA;NA;NA;BEFUNOLOL
S01ED51;timolol, combinations;NA;NA;NA;NA;TIMOLOL, COMBINACIONES
S01ED52;betaxolol, combinations;NA;NA;NA;NA;BETAXOLOL, COMBINACIONES
S01ED54;metipranolol, combinations;NA;NA;NA;NA;METIPRANOLOL, COMBINACIONES
S01ED55;carteolol, combinations;NA;NA;NA;NA;CARTEOLOL, COMBINACIONES
S01EE;Prostaglandin analogues;NA;NA;NA;NA;ANÁLOGOS DE LAS PROSTAGLANDINAS
S01EE01;latanoprost;NA;NA;NA;NA;LATANOPROST
S01EE02;unoprostone;NA;NA;NA;NA;UNOPROSTONE
S01EE03;bimatoprost;NA;NA;NA;NA;BIMATOPROST
S01EE04;travoprost;NA;NA;NA;NA;TRAVOPROST
S01EE05;tafluprost;NA;NA;NA;NA;TAFLUPROST
S01EE06;latanoprostene bunod;NA;NA;NA;NA;LATANOPROSTENE BUNOD
S01EE51;latanoprost and netarsudil;NA;NA;NA;NA;LATANOPROST Y NETARSUDIL
S01EX;Other antiglaucoma preparations;NA;NA;NA;NA;OTRAS PREPARACIONES PARA EL ANTIGLAUCOMA
S01EX01;guanethidine;NA;NA;NA;NA;GUANETIDINA
S01EX02;dapiprazole;NA;NA;NA;NA;DAPIPRAZOL
S01EX05;netarsudil;NA;NA;NA;NA;NETARSUDIL
S01EX06;omidenepag;NA;NA;NA;NA;OMIDENEPAG
S01EX07;ripasudil;NA;NA;NA;NA;RIPASUDIL
S01F;MYDRIATICS AND CYCLOPLEGICS;NA;NA;NA;NA;MIDRIÁTICOS Y CICLOPLÉJICOS
S01FA;Anticholinergics;NA;NA;NA;NA;ANTICOLINÉRGICOS
S01FA01;atropine;NA;NA;NA;NA;ATROPINA
S01FA02;scopolamine;NA;NA;NA;NA;ESCOPOLAMINA
S01FA03;methylscopolamine;NA;NA;NA;NA;METILESCOPOLAMINA
S01FA04;cyclopentolate;NA;NA;NA;NA;CICLOPENTOLADO
S01FA05;homatropine;NA;NA;NA;NA;HOMATROPINA
S01FA06;tropicamide;NA;NA;NA;NA;TROPICAMIDA
S01FA54;cyclopentolate, combinations;NA;NA;NA;NA;CICLOPENTOLADO, COMBINACIONES
S01FA56;tropicamide, combinations;NA;NA;NA;NA;TROPICAMIDA, COMBINACIONES
S01FB;Sympathomimetics excl. antiglaucoma preparations;NA;NA;NA;NA;SIMPATICOMIMÉTICOS, EXC. PREPARACIONES DE ANTIGLAUCOMA
S01FB01;phenylephrine;NA;NA;NA;NA;FENILEFRINA
S01FB02;ephedrine;NA;NA;NA;NA;EFEDRINA
S01FB03;ibopamine;NA;NA;NA;NA;IBOPAMINA
S01FB51;phenylephrine and ketorolac;NA;NA;NA;NA;FENILEFRINA Y KETOROLACO
S01G;DECONGESTANTS AND ANTIALLERGICS;NA;NA;NA;NA;DESCONGESTIONANTES Y ANTIALÉRGICOS
S01GA;Sympathomimetics used as decongestants;NA;NA;NA;NA;SIMPATICOMIMÉTICOS UTILIZADOS COMO DESCONGESTIONANTES
S01GA01;naphazoline;NA;NA;NA;NA;NAPHAZOLINA
S01GA02;tetryzoline;NA;NA;NA;NA;TETRYZOLINA
S01GA03;xylometazoline;NA;NA;NA;NA;XILOMETAZOLINA
S01GA04;oxymetazoline;NA;NA;NA;NA;OXIMETAZOLINA
S01GA05;phenylephrine;NA;NA;NA;NA;FENILEFRINA
S01GA06;oxedrine;NA;NA;NA;NA;OXEDRINA
S01GA07;brimonidine;NA;NA;NA;NA;BRIMONIDINA
S01GA51;naphazoline, combinations;NA;NA;NA;NA;NAPHAZOLINA, COMBINACIONES
S01GA52;tetryzoline, combinations;NA;NA;NA;NA;TETRYZOLINA, COMBINACIONES
S01GA53;xylometazoline, combinations;NA;NA;NA;NA;XILOMETAZOLINA, COMBINACIONES
S01GA55;phenylephrine, combinations;NA;NA;NA;NA;FENILEFRINA, COMBINACIONES
S01GA56;oxedrine, combinations;NA;NA;NA;NA;OXEDRINA, COMBINACIONES
S01GX;Other antiallergics;NA;NA;NA;NA;OTROS ANTIALÉRGICOS
S01GX01;cromoglicic acid;NA;NA;NA;NA;ÁCIDO CROMOGLÍCICO
S01GX02;levocabastine;NA;NA;NA;NA;LEVOCABASTINE
S01GX03;spaglumic acid;NA;NA;NA;NA;ÁCIDO ESPAGLÍMICO
S01GX04;nedocromil;NA;NA;NA;NA;NEDOCROMIL
S01GX05;lodoxamide;NA;NA;NA;NA;LODOXAMIDA
S01GX06;emedastine;NA;NA;NA;NA;EMEDASTINA
S01GX07;azelastine;NA;NA;NA;NA;AZELASTINA
S01GX08;ketotifen;NA;NA;NA;NA;KETOTIFEN
S01GX09;olopatadine;NA;NA;NA;NA;OLOPATADINA
S01GX10;epinastine;NA;NA;NA;NA;EPINASTINA
S01GX11;alcaftadine;NA;NA;NA;NA;ALCACTADINA
S01GX12;cetirizine;NA;NA;NA;NA;CETIRIZINA
S01GX13;bilastine;NA;NA;NA;NA;BILASTINA
S01GX51;cromoglicic acid, combinations;NA;NA;NA;NA;ÁCIDO CROMOGLÍCICO, COMBINACIONES
S01H;LOCAL ANESTHETICS;NA;NA;NA;NA;ANESTÉSICOS LOCALES
S01HA;Local anesthetics;NA;NA;NA;NA;ANESTÉSICOS LOCALES
S01HA01;cocaine;NA;NA;NA;NA;COCAÍNA
S01HA02;oxybuprocaine;NA;NA;NA;NA;OXIBUPROCAÍNA
S01HA03;tetracaine;NA;NA;NA;NA;TETRACAINE
S01HA04;proxymetacaine;NA;NA;NA;NA;PROXYMETACAÍNA
S01HA05;procaine;NA;NA;NA;NA;PROCAÍNA
S01HA06;cinchocaine;NA;NA;NA;NA;CINCHOCAÍNA
S01HA07;lidocaine;NA;NA;NA;NA;LIDOCAÍNA
S01HA08;chloroprocaine;NA;NA;NA;NA;CLOROPROCAÍNA
S01HA30;combinations;NA;NA;NA;NA;COMBINACIONES
S01J;DIAGNOSTIC AGENTS;NA;NA;NA;NA;AGENTES DIAGNÓSTICOS
S01JA;Colouring agents;NA;NA;NA;NA;COLORANTES
S01JA01;fluorescein;NA;NA;NA;NA;FLUORESCEÍNA
S01JA02;rose bengal sodium;NA;NA;NA;NA;ROSA DE BENGALA SODIO
S01JA51;fluorescein, combinations;NA;NA;NA;NA;FLUORESCEÍNA, COMBINACIONES
S01JX;Other ophthalmological diagnostic agents;NA;NA;NA;NA;OTROS AGENTES DE DIAGNÓSTICO OFTALMOLÓGICO
S01K;SURGICAL AIDS;NA;NA;NA;NA;AYUDAS QUIRÚRGICAS
S01KA;Viscoelastic substances;NA;NA;NA;NA;SUSTANCIAS VISCOELÁSTICAS
S01KA01;hyaluronic acid;NA;NA;NA;NA;ÁCIDO HIALURÓNICO
S01KA02;hypromellose;NA;NA;NA;NA;HIPROMELOSA
S01KA51;hyaluronic acid, combinations;NA;NA;NA;NA;ÁCIDO HIALURÓNICO, COMBINACIONES
S01KX;Other surgical aids;NA;NA;NA;NA;OTRAS AYUDAS QUIRÚRGICAS
S01KX01;chymotrypsin;NA;NA;NA;NA;QUIMOTRIPSINA
S01KX02;trypan blue;NA;NA;NA;NA;AZUL DE TRIPANO
S01L;OCULAR VASCULAR DISORDER AGENTS;NA;NA;NA;NA;AGENTES DE TRASTORNOS VASCULARES OCULARES
S01LA;Antineovascularisation agents;NA;NA;NA;NA;ANTINEOVASCULARIZANTES
S01LA01;verteporfin;NA;NA;NA;NA;VERTEPORFINA
S01LA02;anecortave;NA;NA;NA;NA;ANECORTAVE
S01LA03;pegaptanib;NA;NA;NA;NA;PEGAPTANIB
S01LA04;ranibizumab;NA;NA;NA;NA;RANIBIZUMAB
S01LA05;aflibercept;NA;NA;NA;NA;AFLIBERCEPT
S01LA06;brolucizumab;NA;NA;NA;NA;BROLUCIZUMAB
S01LA07;abicipar pegol;NA;NA;NA;NA;ABICIPAR PEGOL
S01LA08;bevacizumab;NA;NA;NA;NA;BEVACIZUMAB
S01LA09;faricimab;NA;NA;NA;NA;FARICIMAB
S01X;OTHER OPHTHALMOLOGICALS;NA;NA;NA;NA;OTROS OFTALMOLÓGICOS
S01XA;Other ophthalmologicals;NA;NA;NA;NA;OTROS OFTALMOLÓGICOS
S01XA01;guaiazulen;NA;NA;NA;NA;GUAIAZULEN
S01XA02;retinol;NA;NA;NA;NA;RETINOL
S01XA03;sodium chloride, hypertonic;NA;NA;NA;NA;CLORURO DE SODIO, HIPERTÓNICO
S01XA04;potassium iodide;NA;NA;NA;NA;YODURO DE POTASIO
S01XA05;sodium edetate;NA;NA;NA;NA;EDETATO DE SODIO
S01XA06;ethylmorphine;NA;NA;NA;NA;ETILMORFINA
S01XA07;alum;NA;NA;NA;NA;ALUMBRE
S01XA08;acetylcysteine;NA;NA;NA;NA;ACETILCISTEÍNA
S01XA09;iodoheparinate;NA;NA;NA;NA;YODOHEPARINATO
S01XA10;inosine;NA;NA;NA;NA;INOSINA
S01XA11;nandrolone;NA;NA;NA;NA;NANDROLONA
S01XA12;dexpanthenol;NA;NA;NA;NA;DEXPANTENOL
S01XA13;alteplase;NA;NA;NA;NA;ALTEPLASA
S01XA14;heparin;NA;NA;NA;NA;HEPARINA
S01XA15;ascorbic acid;NA;NA;NA;NA;ÁCIDO ASCÓRBICO
S01XA18;ciclosporin;NA;NA;NA;NA;CICLOSPORINA
S01XA19;limbal stem cells, autologous;NA;NA;NA;NA;CÉLULAS MADRE LIMBALES AUTÓLOGAS
S01XA20;artificial tears and other indifferent preparations;NA;NA;NA;NA;LÁGRIMAS ARTIFICIALES Y OTRAS PREPARACIONES INDIFERENTES
S01XA21;mercaptamine;NA;NA;NA;NA;MERCAPTAMINA
S01XA22;ocriplasmin;NA;NA;NA;NA;OCRIPLASMINA
S01XA23;sirolimus;NA;NA;NA;NA;SIROLIMUS
S01XA24;cenegermin;NA;NA;NA;NA;CENEGERMIN
S01XA25;lifitegrast;NA;NA;NA;NA;LIFITEGRAST
S01XA26;riboflavin;NA;NA;NA;NA;RIBOFLAVINA
S01XA27;voretigene neparvovec;NA;NA;NA;NA;VORETÉGINÉ NEPARVOVEC
S01XA28;varenicline;NA;NA;NA;NA;VARENICLINA
S01XA29;sepofarsen;NA;NA;NA;NA;SEPOFARSEN
S01XA31;pegcetacoplan;NA;NA;NA;NA;PEGCETACOPLAN
S02;OTOLOGICALS;NA;NA;NA;NA;OTOLÓGICOS
S02A;ANTIINFECTIVES;NA;NA;NA;NA;ANTIINFECCIOSOS
S02AA;Antiinfectives;NA;NA;NA;NA;ANTIINFECCIOSOS
S02AA01;chloramphenicol;NA;NA;NA;NA;CLORANFENICOL
S02AA02;nitrofural;NA;NA;NA;NA;NITROFURAL
S02AA03;boric acid;NA;NA;NA;NA;ÁCIDO BÓRICO
S02AA04;aluminium acetotartrate;NA;NA;NA;NA;ACETOTARTRATO DE ALUMINIO
S02AA05;clioquinol;NA;NA;NA;NA;CLIOQUINOL
S02AA06;hydrogen peroxide;NA;NA;NA;NA;PERÓXIDO DE HIDRÓGENO
S02AA07;neomycin;NA;NA;NA;NA;NEOMICINA
S02AA08;tetracycline;NA;NA;NA;NA;TETRACICLINA
S02AA09;chlorhexidine;NA;NA;NA;NA;CLORHEXIDINA
S02AA10;acetic acid;NA;NA;NA;NA;ÁCIDO ACÉTICO
S02AA11;polymyxin B;NA;NA;NA;NA;POLIMIXINA B
S02AA12;rifamycin;NA;NA;NA;NA;RIFAMICINA
S02AA13;miconazole;NA;NA;NA;NA;MICONAZOL
S02AA14;gentamicin;NA;NA;NA;NA;GENTAMICINA
S02AA15;ciprofloxacin;NA;NA;NA;NA;CIPROFLOXACINO
S02AA16;ofloxacin;NA;NA;NA;NA;OFLOXACINA
S02AA17;fosfomycin;NA;NA;NA;NA;FOSFOMICINA
S02AA18;cefmenoxime;NA;NA;NA;NA;CEFMENOXIMA
S02AA30;antiinfectives, combinations;NA;NA;NA;NA;ANTIINFECCIOSOS, COMBINACIONES
S02B;CORTICOSTEROIDS;NA;NA;NA;NA;CORTICOSTEROIDES
S02BA;Corticosteroids;NA;NA;NA;NA;CORTICOSTEROIDES
S02BA01;hydrocortisone;NA;NA;NA;NA;HIDROCORTISONA
S02BA03;prednisolone;NA;NA;NA;NA;PREDNISOLONA
S02BA06;dexamethasone;NA;NA;NA;NA;DEXAMETASONA
S02BA07;betamethasone;NA;NA;NA;NA;BETAMETASONA
S02BA08;fluocinolone acetonide;NA;NA;NA;NA;ACETÓNIDO DE FLUOCINOLONA
S02C;CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION;NA;NA;NA;NA;COMBINACIÓN DE CORTICOSTEROIDES Y ANTIINFECCIOSOS
S02CA;Corticosteroids and antiinfectives in combination;NA;NA;NA;NA;COMBINACIÓN DE CORTICOSTEROIDES Y ANTIINFECCIOSOS
S02CA01;prednisolone and antiinfectives;NA;NA;NA;NA;PREDNISOLONA Y ANTIINFECCIOSOS
S02CA02;flumetasone and antiinfectives;NA;NA;NA;NA;FLUMETASONA Y ANTIINFECCIOSOS
S02CA03;hydrocortisone and antiinfectives;NA;NA;NA;NA;HIDROCORTISONA Y ANTIINFECCIOSOS
S02CA04;triamcinolone and antiinfectives;NA;NA;NA;NA;TRIAMCINOLONA Y ANTIINFECCIOSOS
S02CA05;fluocinolone acetonide and antiinfectives;NA;NA;NA;NA;ACETÓNIDO DE FLUOCINOLONA Y ANTIINFECCIOSOS
S02CA06;dexamethasone and antiinfectives;NA;NA;NA;NA;DEXAMETASONA Y ANTIINFECCIOSOS
